"","CLL2105_T48","CLL2474_T0","CLL2479_T48","CLL2648_T48","CLL2654_T0","CLL2771_T0","CLL2783_T0","CLL3024_T48","CLL3045_T0","HD108_T48","HD110_T48","HD112_T48","HD113_T48","HD91_T0","HD92_T0","HD93_T0","HD94_T0","HD96_T0"
"ENSG00000171489",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000171490",11049,3088,8414,10432,4334,3540,3026,9865,3370,6006,8800,6817,6843,3441,2790,4053,3494,2578
"ENSG00000171492",1473,1441,1440,1194,1556,1173,1390,1247,1581,934,1102,1037,874,921,1358,951,1409,956.83
"ENSG00000171496",0,3,2,1,2,1,2,0,5,0,0,3,4,0,5,6,0,2
"ENSG00000171497",2815.8,937.64,1939.48,2870.04,987.13,894.07,744.66,2793.87,706.71,2005.77,2806,2232.12,2685.28,595.8,478.34,845.94,324.5,499.29
"ENSG00000171502",1,11,6,0,5,10,2,0,0,4,0,2,0,7,7,6,7,1
"ENSG00000171503",779.28,612.95,674.99,1019.96,689.87,751.93,542.34,848.24,630.12,706.23,828,776.88,782.78,366.2,549.03,427.06,338.34,473.01
"ENSG00000171505",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"ENSG00000171517",31,11,5,14,119,43,48,20,8,18,11,5,7,22,15,27,16,23
"ENSG00000171522",2921,1594,2255,2724.99,4353,1893,3089,1758,1687,2213,2446,2109,1429,5863,4352,6556,4764,3047
"ENSG00000171530",2239,1210,2289,2100,1292,1432,762,2481,775,2134,2558,2012,2093,1028,651,1603,799,830
"ENSG00000171532",0,4,0,0,3,1,4,0,1,0,0,0,0,0,4,0,5,3
"ENSG00000171533",0,1,4,5,14,4,8,3,2,11,7,9,2,0,4,2,2,4
"ENSG00000171551",21,0,4,0,0,1,2,14,0,11,46,79,17,0,3,0,0,1
"ENSG00000171552",12837.22,456,7515.66,10541.02,347,529.63,536,9553.99,421,3252.47,4605.8,5507,3646.47,329,182,674,140,405.52
"ENSG00000171561",0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000171564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000171566",2358,1138,1690,2283,1145,1173,1030,2147,1014,1717,2280,1904,1939,793,752,1221,805,925
"ENSG00000171570",8.84,66.34,38.96,8.63,124.26,89.23,45.83,14.96,105.39,11.63,47.8,13.11,22.15,52.81,39.65,20.77,43.55,32.62
"ENSG00000171574",409,166,202,330,164,202,106,370,145,206,284,337,190,74,90,116,49,64
"ENSG00000171587",0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0
"ENSG00000171595",2,48,8,0,29,39,51,5,61,6,3,3,8,6,10,3,16,12
"ENSG00000171596",3,79,2,15,233,22,20,7,129,0,18,2,0,28,15,377,2,209
"ENSG00000171603",1967.03,4119,2998.04,2799,4148.11,4498.09,4092.04,2047,4599.03,3160.02,3048.15,3608.02,2801.11,2920.19,2628,4197,1606.02,2422
"ENSG00000171604",44,32,75,43,110,71,101,42,59,23,38,38,43,116,89,161,25,109
"ENSG00000171606",716,1223,981,664,1259,1762,1408,770,1526,662,974,923,825,546,740,663,605,506.26
"ENSG00000171608",4094.97,5575,4761.96,4958,7533.89,5579.91,7891.96,5100,9197.97,5958.98,7270.85,10340.98,5996.89,4364.81,4855,5345,4546.98,4380
"ENSG00000171612",1057.43,131.79,640.74,777.76,94,160,131.79,828.91,126,472,737.77,661.12,493.73,43,66,157.61,64.88,57
"ENSG00000171617",52,352,104,77,210,461.97,805.7,96,327.38,192,91,62,58,421,422,2194.89,91,1069.64
"ENSG00000171621",36,42,67,29,55,237,82,41,75,292,299,378,220,97,68,125,75,42
"ENSG00000171631",30,0,13,18,2,1,0,48,2,12,4,3,2,0,2,1,0,0
"ENSG00000171634",3118.37,4008.23,3270.85,3594.22,4950.69,4598.68,4532.52,3126.49,5138.05,3449.65,3652.62,4006.06,3148.06,2682.79,2621.28,3227,2183.83,2739.54
"ENSG00000171643",3,4,6,2,1,7,1,13,1,14,16,3,10,0,3,0,0,0
"ENSG00000171649",166,201,235,160,213,382,112,240,282,211.75,212,223,182.14,65,90,38,59,42
"ENSG00000171657",9,1,11,41,0,0,2,45,0,24,39,13,33,2,1,1,4,3
"ENSG00000171658",36,0,7,2,0,0,0,24,2,17,1,5,0,0,0,0,0,0
"ENSG00000171659",10,0,5,27,3,11,2,30,2,60,66,36,42,3,7,3,12,7
"ENSG00000171671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000171680",26,93,66,37,81,100,150,53,232,84,65,174,73,27,51,42,33,17
"ENSG00000171681",1862,4190,2326,2388,2888,6018,4015,2143,4517,2874,3224,2678,2749,3703,4349,4914,3426,5365
"ENSG00000171695",1,1,0,1,0,2,1,0,0,5,6,25,4,0,0,0,0,0
"ENSG00000171700",309,243,320,254,244,269,423,319,490,496,602,1195,576,169,127,213,82,113
"ENSG00000171703",89,209,155,194,243,159,284,100,293,226,206,323,236,120,92,140,128,89
"ENSG00000171714",0,1,1,3,1,4,1,0,6,0,0,2,1,2,2,15,0,0
"ENSG00000171720",1325.65,1057,1290,1597,1685,1232,1338.61,1394,1125,1365.96,1645.75,1716,1350.45,866,910,1309,734.96,895
"ENSG00000171723",855,142,494,690,251,252,257,602.2,234,358,491.79,484.77,434.45,182,173,396,121,78
"ENSG00000171724",0,0,0,9,0,0,0,9,0,1,0,0,0,0,0,0,0,0
"ENSG00000171729",11,0,5,4,1,0,3,22,0,7,3,0,0,4,0,3,0,2
"ENSG00000171735",424,297,290,447,284,306,183,413,218,391,487,346,411,221,166,341,177,162
"ENSG00000171747",7,32,11,2,37,33,23,1,38,13,4,12,3,5,20,12,7,6
"ENSG00000171757",69.9,86.96,71.95,68.04,85.55,69.97,33.44,79.07,74.5,78.58,112.63,48.64,95.2,10.71,15.29,36.69,11.37,27.69
"ENSG00000171759",0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"ENSG00000171763",550,196,320,524,322,236,268,513,283,350,448,492,383,200,161,242,180,189
"ENSG00000171766",9,37,25,62,12,21,10,21,12,20,29,35,43,17,1,41,9,37
"ENSG00000171772",3,3.31,10.74,1,1,0,8,4,35.17,0,4,19,10.72,24.9,9,15.79,4.5,0.54
"ENSG00000171777",92,11,45,64,7,4,13,191,4,209,207,423,452,22,5,6,3,0
"ENSG00000171786",17,2,13,11,10,11,10,12,5,7,18,27,10,2,2,1,2,2
"ENSG00000171790",36.81,16.84,36.02,64.7,13.38,23.69,18.7,42.38,44.32,21.09,40.49,28.57,47.12,9.16,10.99,6.3,18.63,2.11
"ENSG00000171791",3885,2684,6946,6050,3701,3847,4007,3624,3354,5985,7338,6718,6241,3604,3898,3559,3363,2210
"ENSG00000171792",926,493,585,1323,423,444,422,1055,426,1030,1284,1248,1248,459,357,703,328,361
"ENSG00000171793",6887,318,3291,6715,198,398,293,6483,296,2748,3830,3505,3212,182,278,195,216,194
"ENSG00000171794",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"ENSG00000171798",0,2,0,0,15,4,1,0,14,6,3,8,13,5,0,0,1,1
"ENSG00000171804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000171806",319,420,347,320,431,465,308,315,328,303,448,252,318,246,230,324,225,284.95
"ENSG00000171811",5,0,0,4,0,0,0,4,0,2,3,4,0,0,0,0,0,0
"ENSG00000171812",3,0,1,10,2,1,0,8,0,2,0,7,1,0,3,0,0,0
"ENSG00000171813",86,133,83,90,143,132,295,63,234,121,201,382,127,145,114,308,110,89
"ENSG00000171815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000171817",27,521,146.66,19,353,557.04,307,18,507,53,60,31,39,144,168,237,193,296
"ENSG00000171819",0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,0
"ENSG00000171823",224,285,240,251,546,322,886,203,864,185,297,642,180,338,226,463,177,344
"ENSG00000171824",2760.31,1991.71,2488.97,3107.01,1652.7,2119.7,1922.91,3066.22,2142.25,2659.87,3431.15,3224.63,2664.08,1344.73,1427.92,1260.26,1047.23,1131.55
"ENSG00000171827",158,333,199,137,383,363,259,144,341,174,230,161,159,182,193,372,246,253
"ENSG00000171840",8,67.98,36,40,17,85.47,85,26.53,38,38,29,43,55,1,0,19,2,21
"ENSG00000171843",883,998,1185,823,2368,1736,1356,802,1175,904,1144,884,886,2472,1752,2081,1408,1216
"ENSG00000171847",0,3,1,4,0,0,1,5,6,0,0,2,9,0,1,0,1,0
"ENSG00000171848",11528,0,2431.99,22929,2,0,3,16477,0,10337,11943,10033,8343,7,0,2,0,6
"ENSG00000171853",742,690,825,712,1049,800,1295,769,1590,752,871,1316,743,471,491,408,319,317
"ENSG00000171855",1,0,0,2,0,0,1,1,0,0,1,1,1,1,6,1,0,0
"ENSG00000171858",4389,4624,6152,4769,5563,5105.99,4488,5035,4758,4149,5966,5273,4367,5842,3780,5595,4815,3494
"ENSG00000171860",26,278,35,93,327,253,157,57,219,162,157,124,140,271,85,297,60,226
"ENSG00000171861",843,273,450,724,254,201,260,756,268,493,678,678,523,100,87,198,121,121
"ENSG00000171862",2484.6,2710,2370.96,2517.69,3753.42,3005.54,2586.6,1864,2626.55,1896.89,2247.82,1563.62,1750.9,2569.2,2339.61,3578.5,2031.79,2207.76
"ENSG00000171863",16499.89,14076.81,17107.79,18125.69,18088.36,14243.59,12404.27,17234.8,10996.77,14197.78,17660.08,16082.09,14731.39,15840.8,11786.16,20515.85,11671.57,13551.09
"ENSG00000171864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000171865",1595.26,1081.81,1215.23,1495.62,1064.93,1131.53,904.62,1420.13,1056.13,1445.93,1804.8,1526.05,1453.33,551.98,687.7,803.47,525.68,759.05
"ENSG00000171867",1481,2230,2156,1457,3028,2429,1820,1504,2025,2878,3855,2821,2874,1965,1131,3646,1326,1921
"ENSG00000171872",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000171877",12,4,7,12,8,15,7,14,2,16,26,8,23,0,4,3,3,0
"ENSG00000171885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"ENSG00000171889",1.13,5.28,7,0,0,11.95,1.19,3,3,0,3,1,2.46,1,0,0,0,0
"ENSG00000171903",0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0
"ENSG00000171914",85,10,13,113,13,26,21,127,16,49,30,33,25,1,0,6,4,3
"ENSG00000171916",0,0,0,0,0,0,0,0,1.27,2,1,1,0,0,7,2,0,0
"ENSG00000171928",1555.08,719.79,1199.07,1522.79,681.43,948.21,566.1,1691.97,575.89,1087.7,1191.95,936.33,1148.53,674.19,542.63,1080.95,507.76,727.35
"ENSG00000171931",5.32,0,2.57,2.33,0,0,1.33,1.61,0,5,5.67,2.57,8,0,0,0,0,0
"ENSG00000171940",1869,3262,2252,1802,4337,4504,2918,1884,3526,2678.98,2802,2005,2241,4484.98,3626,5987,2876,4150
"ENSG00000171943",668.92,708.36,558.22,946.41,653.55,695.26,670.41,584.68,681.94,619.04,829.64,436.23,452.86,830.94,630.19,824.65,396.44,455.6
"ENSG00000171951",1,0,0,3,0,0,0,4,0,0,1,0,0,0,0,0,0,0
"ENSG00000171953",312.74,143.52,245.58,294.86,161,205.53,235.1,315,212.21,285.16,272,378.97,288.5,130.27,160.62,145,91,146.01
"ENSG00000171954",4,15,8,35,20,39,12,14,7,16,20,26,28,8,8,33,2,59
"ENSG00000171956",2,0,7,0,13,0,4,0,10,92,56,136,46,7,0,0,1,6
"ENSG00000171960",1241,588,954,1226,588,699.56,511,1215,598.87,1065,1277,1071.96,1088,354,347,325,232,329
"ENSG00000171962",48.26,119,50.35,37.14,101,141.02,198.35,36,131,52,36,72.03,50,34,65.38,24,24,22.99
"ENSG00000171970",89.7,78,95.16,89.84,68,87,34.18,148,86.17,67.42,102,97.87,116.96,15,19,23,35,18
"ENSG00000171984",89,128,92,93,80,112,93,80,89,94,162,104,89,47,50,84,57,31
"ENSG00000171988",1848,2712,2009,1410.64,4445,3988,4482.85,1578.91,3783,2678,3220.79,2707,2358.74,4576,4394,5086,5549.89,4196
"ENSG00000171989",0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"ENSG00000171992",31,0,12,21,6,0,1,60,1,16,16,12,18,12,4,5,4,0
"ENSG00000172000",0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0
"ENSG00000172005",283,359,1345,228,684,628,556,182,738,1213,2635,1925,971,174,298,174,360,157
"ENSG00000172006",54,243,90,69,222,256,187,58,267,69,142,118,71,90,75,156,66,123
"ENSG00000172007",413.93,647.82,497,522,826,716.47,442.1,381,530.28,370,509,356,476,423,409.97,653,416,457.48
"ENSG00000172009",2017,298,1090,2249,297,396,495,2094,569,1298,1791,2932,1520,206,157,180,101,164
"ENSG00000172014",0,4.84,12.48,4.44,0,0,0,0,51.52,0,0,0,5,16.66,23.22,21.1,21.67,33.12
"ENSG00000172020",1,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0
"ENSG00000172031",15,31,9,33,22,11,7,10,31,7,6,7,15,12,2,28,0,21
"ENSG00000172037",2,1,0,1,0,0,2,5,0,1,0,0,0,0,4,4,2,0
"ENSG00000172046",1414,1618,1298,1172,2120,1977,2473,1431,2915,1370,1761,2291,1315,1040,1122,1572,897,1149
"ENSG00000172053",2187,2227,2327,2502,2194,2518,2514,2598,2738,2658,3343,3701,3150,1403,1264,1574,939,934
"ENSG00000172057",1023,1247,1871,1086,2703,2382,1839,1606,2278,1842,2831,3715,2983,2519,2069,1654,1698,1582
"ENSG00000172058",162.42,84.04,90.14,113.38,63.54,82.06,64.36,144.16,54.68,92.42,173.37,86.21,196.54,62.23,42.46,68.34,31.47,41.54
"ENSG00000172059",231.08,246.29,331.21,409.22,252.96,210.42,177.79,293,218,422.24,583.13,610,586.5,111.48,149,224,99.55,115
"ENSG00000172061",0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
"ENSG00000172062",2283.2,669.69,1789.83,1960.92,491.91,649.84,401.8,1970.16,420.33,1466.99,1821.47,1388.41,1272.4,504.06,515.26,768.94,755.81,620.54
"ENSG00000172071",926.58,906.64,979.08,1067.81,1327.74,920.12,865.29,889.5,960.84,900.09,1214.65,922.02,872.17,1096.39,1312.77,1980.61,1011.39,1383.04
"ENSG00000172081",3789,2713,2697.14,5855,4888,2369,2863.85,3609,3257.72,3157,3606,4948,3498.54,3091,2308,5010,1962,2589.62
"ENSG00000172086",390,814,671,489,707,1013,727,487,734,781,888,634,633,539,326,768,305,440
"ENSG00000172113",924.8,695.48,663.45,1142.33,738.87,786.56,767.81,1031.58,740.97,815.41,980.8,1183.78,771.07,362.95,506.8,882.98,406,487.58
"ENSG00000172115",16321,1345,9787.99,15918,1163,1474,963,15157,992,8182,12195,7152,8282,1161,981,2328,1394,1348
"ENSG00000172116",235.99,1272,900.87,643,2628.91,3167.7,1136.54,1022.8,2151.09,2008.79,2527.89,1282.81,2207.41,1683.81,1151.98,8967.32,1024.88,445.76
"ENSG00000172123",72,224,123,90,157,377,216,112,186,158,240,121,190,201,124,317,130,199
"ENSG00000172139",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000172146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000172154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000172159",28,38,70,27,23,16,26,21,17,28,46,30,14,16,16,14,5,1
"ENSG00000172164",585,531,1065,572,637.82,704.2,347,536,364,666,1183.56,597,631.26,855,520,915,438.94,440
"ENSG00000172167",590,144,327,778,136.05,127.02,102,619,135,475,561,437,546,52,48,71,61.06,98
"ENSG00000172171",475.92,173.14,263.35,389.04,142.73,179.9,121.05,400.54,138.06,311.73,368.42,267.59,291.11,85.19,74.73,113,64,72
"ENSG00000172172",1382,270,1027,1627,227,220,161,1448,192,1064,1399,1067,1222,144,129,246,119,171
"ENSG00000172175",2723,2653.6,3635.62,2414.51,5032.64,2861.88,3000.99,2821.3,2932.62,3465.35,3506.59,3210.68,2951.91,2859.72,3978.64,3093.09,3373,2683
"ENSG00000172179",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000172183",590,1002,1647,379,893,972,1429,426,1730,2472,3033,2938,1261,1613,1698,2465,1121,949
"ENSG00000172186",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000172197",218,378,251,231,203,667,326,359,296,462,410,398,320,188,132,123,142,164
"ENSG00000172208",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000172209",0,0,0,7,0,0,0,0,1,2,2,1,0,2,0,0,2,0
"ENSG00000172215",108,362,269,240,133,296,162,321,353,908,886,1434,1108,257,112,350,109,159
"ENSG00000172216",357,349.68,416.81,539,590.95,407.89,832.97,528.99,719.97,839.96,918,1487.91,630.99,440.99,332,733,411,432.98
"ENSG00000172232",0,2,1,0,5,3,2,0,4,0,0,0,0,4,0,3,0,2
"ENSG00000172236",2,0,0,0,0,0,3.77,2,0,1,2,0,0,2,0,0,0,0
"ENSG00000172238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000172239",1445,780.99,1283,1306.99,903.89,939.96,870.97,1382.99,799,1350,1644.99,1560.94,1267.98,919.98,783,1206,764,725
"ENSG00000172243",103,0,8,161,0,7,0,266,0,23,12,12,10,5,4,7,3,1
"ENSG00000172244",155,95.59,107.49,187.7,64,96,61.51,229,72,161.22,144,119,182.24,105.76,102,117,148,89
"ENSG00000172247",0,0,0,0,9,4,19,6,28,0,5,2,0,0,4,4,3,4
"ENSG00000172250",0,13.03,6.08,0,6.55,13.48,1.28,0,13.51,0,4.02,4.05,2.08,7.98,2.71,5.04,6.64,0
"ENSG00000172260",0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,0,0,0
"ENSG00000172262",1052,1138,1064,1093,1322,1235,1043,1009,1196,869,1186,915,1018,744,704,1197,777,805
"ENSG00000172264",0,0,11,0,0,0,0,2,3,0,4,0,4,0,3,0,0,0
"ENSG00000172269",1360,536.46,841.78,1467.67,448.78,583.4,461.83,1340.76,496.71,1002.41,1348.13,1266.67,1145,342.44,443.21,581.47,295.53,471.59
"ENSG00000172270",2899,1821,2855,4045,1989,2463,2703,3576,2877,3682,3989,5676,3407,1592,1221,2542,1088,1427
"ENSG00000172273",416,748,463,420,1014,822,852,423,994,523,668,667,577,517,623,553,554,519
"ENSG00000172288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000172292",2405.18,225.7,1311.48,1350.93,402.77,521,186.15,2199.47,424.22,1478.98,2169.08,1429.43,1153.54,158.03,333.14,354,397,134
"ENSG00000172296",0,1,3,0,1,2,2,4,2,8,2,5,9,0,7,3,0,3
"ENSG00000172301",773,67,501,822,41,84,63,919,73,554,780,952,673,23,16,51,33,14
"ENSG00000172315",642,635,520,689,542,901,715,617,820,570,615,588,542,428,303,812,368,479
"ENSG00000172318",0,2,0,0,3.46,2,0,0,5,0,0,0,3,3,6,0,0,0
"ENSG00000172322",73,0,0,47,0,6,0,97,1,26,18,13,5,2,2,0,0,0
"ENSG00000172324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000172331",462,294,549,593,319,475,259,761,239,879,1041,830,831,472,311,513,296,326
"ENSG00000172336",513,124,390,759,114,144,196,725,185,427,541,877,448,63,73,198,83,96
"ENSG00000172339",80,37,64,128,25,42,20,118.07,27,79,100,100,72,7,16,21,8,7
"ENSG00000172340",1877,959,1506,1695,1157,1157,651,1869,879,1686,2002,1628,1808,686,624,1286,785,655
"ENSG00000172345",294.6,1395.85,513.23,226.88,2000.19,1423,966.68,237.24,1422.88,389.52,405.34,332.96,350.77,1337.77,1545.68,2092.28,2125.94,2269.51
"ENSG00000172346",0,0,0,1.03,4,0,2.02,4,2.03,0,0,3.01,1,0,0,0,0,0
"ENSG00000172348",7,77,51,12,108,135,112,31,155,1016,782,497,362,105,38,195,6,37
"ENSG00000172349",1930.4,6580.15,3255.77,1440.12,10623.81,8382.97,8019.32,1360.76,8950.1,1375.48,1585.66,1563.04,1521.17,5211.23,5719.32,7694.72,5873.06,5812.49
"ENSG00000172350",2,0,0,0,0,1,2,0,1,2,0,2,4,0,2,0,0,2
"ENSG00000172354",2776,1524,2104,3043,1677,1704,2191,2934,2368,3252,3740,5925,3334,1408,1153,2210.38,1106,1207
"ENSG00000172361",3,33,11,5,41,25,19,1,20,8,16,6,13,20,7,10,14,20
"ENSG00000172362",3,0,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000172365",2,4,1,1,4,1,1,0,3,0,0,0,0,0,0,1,2,0
"ENSG00000172366",547,154,372,345,253,209,310,517,389,263,444,828,333,109,119,153,102,104
"ENSG00000172367",0,4,2,0,2,1,3,0,2,2,3,2,2,0,0,0,0,0
"ENSG00000172375",795,674.54,684.22,824.33,760.22,703.6,965.17,991.24,1190.29,706.59,1072.87,1258.33,809,404.56,584.79,556.53,555.47,531.41
"ENSG00000172379",3,0,0,11,0,0,0,42,0,77,16,18,8,2,0,0,0,0
"ENSG00000172380",46,0,14,58,0,2,2,51,0,5,18,3,4,0,0,0,0,0
"ENSG00000172382",10,8,1.03,12,7,9,10,16,8,20,14,24,15,1,6,5,1,2
"ENSG00000172399",0,4,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0
"ENSG00000172403",48,64,27,59,40,34,22,71,15,40,37,25,19,13,19,4,10,6
"ENSG00000172404",17.62,18.25,14.2,18.68,7.92,7.19,8.45,5.45,3.29,6.56,1.16,2.23,3.14,9.88,16.12,8.97,7.13,18.53
"ENSG00000172409",468,283,320,522,235,304,262,505,255,411,512,445,413,166,148,293,167,185
"ENSG00000172425",1,0,0,1,0,0,0,6,7,1,1,6,3,0,3,0,0,0
"ENSG00000172426",17.65,5.85,9.03,4.36,19.82,7,7.04,10.78,2.25,5.56,14.56,6.77,15.42,7.71,10.76,5.43,0,7.47
"ENSG00000172428",689,449,607,678,275,420,259,726,272,565,702,548,524,246,154,379,137,204
"ENSG00000172432",839,1257,1083,967,1357,1356,1298,1109,1440,1573,1822,1959,1440,1195,1264,1431,971,990
"ENSG00000172456",28,20,28,132,42,18,39,49,29,45,71,66,58,26,10,48,4,17
"ENSG00000172458",77.99,10,52,76.97,11,22.66,18.32,41.49,9,42.34,64.68,37.23,50.66,2,2,3,3,9
"ENSG00000172460",17,68,20,65,48,66,42,26,38,54,34,29,45,14,11,96,6,34
"ENSG00000172461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ENSG00000172465",78,212.85,112,71,256,212,186,119,173,115.93,142,115,151,210,103,229,142,81
"ENSG00000172466",3453,3939,4072,3428,4714,4472,3699,3252,4049,4094,4455,3148,3557,2799,3159,3786,2983,3053
"ENSG00000172469",1407,565,1081,1978,561,528,355,1642,372,1540,1786,1055,1388,410,369,609,432,378
"ENSG00000172476",5,2,4,3,0,2,1.19,5,2,1,6,1.16,2,0,0,1,0,1
"ENSG00000172478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"ENSG00000172493",1199,2378,2442,1613,4169,2805,3597,1483,3568,3012,3610,3618,2737,3157,3488,3368,2632,2952
"ENSG00000172497",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
"ENSG00000172500",821,339,687,952,339,421,396,971,431,944,1162,1601,1260,217,183,412,137,206
"ENSG00000172508",44,115,86.71,54,101,83,54,65,146,141,156,291,134,19,32,171,54,240
"ENSG00000172519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ENSG00000172530",265,440.43,258.19,215.43,426.57,403.51,577.85,226.5,593.43,268.74,337.6,455.46,253.16,423.71,389.47,621.7,365,499.45
"ENSG00000172531",4575.43,2411.11,3850.48,5433.16,2161.87,3027.54,2744.44,4928.25,2936.28,4947.06,6110.68,7847.65,5307.99,1170.04,816.74,1915.44,604.59,1026.79
"ENSG00000172534",6800,1822,4231,7413,2915,2282,3662,6532,4254,5263,6934,10774.75,5725,1669,1914,2132,1609,1778
"ENSG00000172538",0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,2,2,2
"ENSG00000172543",235,1354,370,1463,659,1330,606,704,765,1292,1202,1045,659,822,234,1797,76,1276
"ENSG00000172548",38,0,22,36,0,0,3,69,0,97,119,138,114,10,0,2,4,0
"ENSG00000172551",1,0,2,0,0,0,0,0,0,5,3,3,1,0,0,0,0,5
"ENSG00000172554",0,0,0,1,0,0,0,3,2,0,6,1,2,0,7,2,0,0
"ENSG00000172568",11,0,17.8,35,0,4.37,5.29,48.54,3.15,111.51,92.63,63.64,55.5,2.28,13.3,12.15,2.12,3.68
"ENSG00000172572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000172575",2115.55,7335.01,3618.26,4470.76,11586.28,6749.71,9959.41,2169.17,7615.51,6011.25,7161.43,7843.33,6751.23,11987.27,8227.08,18905.98,6328.97,11413.33
"ENSG00000172578",1302,1466,1409,1188,2526,2902,1783,1316,2081,2253,2544,2774,2757,2779,3378,1933,4311,2505
"ENSG00000172586",708,302,538,739,265,284,278,747,244,667,819,773,674,182,198,388,180,243
"ENSG00000172590",1024,373,885,891,499,396,387,984,526,752,847,954,676,213,313,302,355,346
"ENSG00000172594",2,0,0,1,0,3,0,0,2,0,2,1,0,0,0,0,0,0
"ENSG00000172602",26,31,24,17,31,26,22,17,34,18,14,25,17,5,9,22,44,35
"ENSG00000172613",358.57,627.46,471.87,310.44,593.13,497.46,631.56,433.9,832.72,587.17,623.36,864.35,657.19,354.93,481.26,484.75,333.44,424.58
"ENSG00000172638",11,55,39,17,310,76,227,16,181,30,79,81,103,89,134,175,114,197
"ENSG00000172640",1,1,0,1,1,2,1,4,0,0,2,4,1,2,4,0,2,5
"ENSG00000172650",203,193.49,195.01,214.86,192.16,235.66,312.04,235.11,243.37,200.13,193.69,288.62,198.37,160.79,172.3,70.36,100.2,203.57
"ENSG00000172661",655.21,2100.64,1786.05,1165.2,2226.68,3012.64,2375.86,1135.1,2769.57,1811.35,1972.93,1826.64,1543.61,1728.06,1492.21,1449.97,1030.73,1333.49
"ENSG00000172663",185,424,308,171,711,481,860,188,908,250,314,524,312,468,514,562,409,491
"ENSG00000172667",787,1285,865,714,1226,1769,980,573,1154,566,682,514,666,1090,863,1610,923,1529
"ENSG00000172671",208,330,321,188,356,426,280,177,338,321,363,306,236,177,190,271,184,177
"ENSG00000172673",739,2307,1160,2714,4024,2474,2395,1846,1781,1102,1667,711,1081,5520,3753,6267,3782,2744
"ENSG00000172687",339,430,340,526.36,284,401,362,350,357,340,505,360,366.22,132,201,182,195,157
"ENSG00000172716",1125.36,1670.55,1188.01,2873.7,2208.1,2220.94,2603.95,1547.45,1914.73,1480.01,2190.81,1698.97,1939.44,2081.85,2084.99,3209.75,1836.54,3310.04
"ENSG00000172717",1,1,3,0,0,1,1,5,0,0,2,0,1,3,0,0,0,2
"ENSG00000172724",10,0,9,10,0,0,0,24,0,29,8,3,3,0,0,2,0,0
"ENSG00000172725",2024.62,422.32,1050.21,1591.44,655.18,567.14,670.75,1613.21,653.31,1271.3,1602.79,2740.74,1627.97,242.92,293.37,303.18,190.18,300.2
"ENSG00000172728",157,54,189,124,119,83,116,113,219,108,67,134,94,88,55,113,50,43
"ENSG00000172731",316,64,159,408,93,103,81,308,81,219,253,299,223,9,16,14,9,31
